Grade,Race,SPED,Q1_Raw_Score,Q1_%Corr,Q1_Met_Level
8,A,,9,90,Masters
6,W,,11,85,Meets
6,H,,11,85,Meets
6,H,,11,85,Meets
6,H,,11,85,Meets
6,H,,11,85,Meets
6,H,,11,85,Meets
6,H,,11,85,Meets
6,H,,11,85,Meets
6,H,,11,85,Meets
6,H,Y,11,85,Meets
7,W,,8,80,Meets
8,W,,8,80,Meets
7,T,,8,80,Meets
8,T,Y,8,80,Meets
6,H,,8,80,Meets
6,H,Y,8,80,Meets
6,H,Y,8,80,Meets
6,H,,8,80,Meets
6,H,,8,80,Meets
6,H,,8,80,Meets
6,H,,8,80,Meets
6,H,Y,8,80,Meets
6,H,,8,80,Meets
7,H,,8,80,Meets
7,H,,8,80,Meets
7,H,Y,8,80,Meets
7,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
6,B,,8,80,Meets
6,B,,8,80,Meets
6,B,Y,8,80,Meets
7,B,Y,8,80,Meets
8,B,,8,80,Meets
8,W,,8,80,Meets
6,H,,8,80,Meets
7,H,,8,80,Meets
7,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
7,W,,8,80,Meets
6,H,,8,80,Meets
6,H,,8,80,Meets
7,H,,8,80,Meets
8,H,,8,80,Meets
8,H,,8,80,Meets
8,H,Y,8,80,Meets
6,B,,8,80,Meets
6,H,,10,77,Appr
6,H,,10,77,Appr
6,H,,10,77,Appr
6,H,,10,77,Appr
6,H,,10,77,Appr
6,B,,10,77,Appr
6,H,,10,77,Appr
6,H,,10,77,Appr
6,H,,10,77,Appr
6,W,,7,70,Appr
7,T,,7,70,Appr
6,H,,7,70,Appr
6,H,,7,70,Appr
6,H,,7,70,Appr
6,H,,7,70,Appr
6,H,Y,7,70,Appr
6,H,,7,70,Appr
6,H,,7,70,Appr
6,H,,7,70,Appr
6,H,,7,70,Appr
6,H,,7,70,Appr
7,H,,7,70,Appr
7,H,,7,70,Appr
7,H,,7,70,Appr
7,H,,7,70,Appr
7,H,,7,70,Appr
7,H,,7,70,Appr
7,H,,7,70,Appr
7,H,,7,70,Appr
7,H,,7,70,Appr
7,H,,7,70,Appr
8,H,,7,70,Appr
8,H,,7,70,Appr
8,H,,7,70,Appr
8,H,,7,70,Appr
8,H,,7,70,Appr
8,H,,7,70,Appr
8,H,,7,70,Appr
8,H,,7,70,Appr
8,H,,7,70,Appr
8,H,,7,70,Appr
8,H,,7,70,Appr
8,H,,7,70,Appr
8,H,,7,70,Appr
8,H,,7,70,Appr
8,H,,7,70,Appr
6,B,,7,70,Appr
7,B,,7,70,Appr
8,B,,7,70,Appr
8,B,,7,70,Appr
8,B,,7,70,Appr
8,B,,7,70,Appr
8,B,,7,70,Appr
8,B,,7,70,Appr
8,B,,7,70,Appr
8,B,,7,70,Appr
7,H,,7,70,Appr
8,H,,7,70,Appr
8,H,,7,70,Appr
6,W,,7,70,Appr
7,W,,7,70,Appr
7,W,,7,70,Appr
6,H,,7,70,Appr
6,H,,7,70,Appr
7,H,,7,70,Appr
7,H,,7,70,Appr
7,H,,7,70,Appr
7,H,Y,7,70,Appr
8,H,Y,7,70,Appr
7,B,,7,70,Appr
8,B,,7,70,Appr
6,H,,9,69,Not Met
6,H,,9,69,Not Met
6,H,,9,69,Not Met
6,H,,9,69,Not Met
6,H,,9,69,Not Met
6,H,,9,69,Not Met
6,W,,9,69,Not Met
6,H,,9,69,Not Met
6,W,,8,62,Not Met
6,H,,8,62,Not Met
6,H,,8,62,Not Met
6,H,,8,62,Not Met
6,W,,6,60,Not Met
6,T,,6,60,Not Met
7,T,,6,60,Not Met
6,H,Y,6,60,Not Met
6,H,,6,60,Not Met
6,H,,6,60,Not Met
6,H,,6,60,Not Met
6,H,,6,60,Not Met
6,H,,6,60,Not Met
6,H,Y,6,60,Not Met
6,H,,6,60,Not Met
6,H,,6,60,Not Met
6,H,Y,6,60,Not Met
7,H,,6,60,Not Met
7,H,,6,60,Not Met
7,H,,6,60,Not Met
7,H,,6,60,Not Met
7,H,,6,60,Not Met
7,H,,6,60,Not Met
8,H,,6,60,Not Met
8,H,,6,60,Not Met
8,H,,6,60,Not Met
8,H,,6,60,Not Met
8,H,,6,60,Not Met
8,H,,6,60,Not Met
8,H,,6,60,Not Met
8,H,,6,60,Not Met
8,H,,6,60,Not Met
8,H,Y,6,60,Not Met
8,H,Y,6,60,Not Met
8,H,Y,6,60,Not Met
6,B,Y,6,60,Not Met
7,B,Y,6,60,Not Met
7,B,,6,60,Not Met
8,B,,6,60,Not Met
8,B,,6,60,Not Met
6,H,,6,60,Not Met
7,H,,6,60,Not Met
7,H,,6,60,Not Met
6,B,Y,6,60,Not Met
8,T,,6,60,Not Met
6,H,,6,60,Not Met
7,H,,6,60,Not Met
8,H,,6,60,Not Met
8,B,,6,60,Not Met
6,H,,7,54,Not Met
6,H,,7,54,Not Met
6,B,,7,54,Not Met
7,W,,5,50,Not Met
7,W,,5,50,Not Met
7,W,,5,50,Not Met
6,H,Y,5,50,Not Met
6,H,,5,50,Not Met
6,H,,5,50,Not Met
6,H,,5,50,Not Met
6,H,,5,50,Not Met
6,H,Y,5,50,Not Met
6,H,Y,5,50,Not Met
7,H,,5,50,Not Met
7,H,,5,50,Not Met
7,H,,5,50,Not Met
7,H,,5,50,Not Met
7,H,,5,50,Not Met
7,H,,5,50,Not Met
7,H,,5,50,Not Met
7,H,Y,5,50,Not Met
8,H,,5,50,Not Met
8,H,,5,50,Not Met
8,H,,5,50,Not Met
8,H,,5,50,Not Met
8,H,,5,50,Not Met
8,H,,5,50,Not Met
8,H,,5,50,Not Met
8,H,,5,50,Not Met
8,H,,5,50,Not Met
8,H,,5,50,Not Met
8,H,Y,5,50,Not Met
6,B,,5,50,Not Met
6,B,,5,50,Not Met
7,B,,5,50,Not Met
7,B,,5,50,Not Met
7,B,,5,50,Not Met
7,B,Y,5,50,Not Met
8,B,,5,50,Not Met
8,B,,5,50,Not Met
8,B,,5,50,Not Met
7,T,,5,50,Not Met
7,H,,5,50,Not Met
7,H,,5,50,Not Met
7,H,,5,50,Not Met
7,H,Y,5,50,Not Met
6,B,,5,50,Not Met
8,B,Y,5,50,Not Met
7,W,Y,5,50,Not Met
8,W,,5,50,Not Met
7,H,,5,50,Not Met
7,H,,5,50,Not Met
7,H,,5,50,Not Met
7,H,,5,50,Not Met
8,H,,5,50,Not Met
8,H,,5,50,Not Met
8,B,,5,50,Not Met
8,B,Y,5,50,Not Met
6,T,Y,6,46,Not Met
8,T,,4,40,Not Met
8,T,,4,40,Not Met
6,H,,4,40,Not Met
6,H,,4,40,Not Met
6,H,,4,40,Not Met
6,H,,4,40,Not Met
6,H,,4,40,Not Met
6,H,Y,4,40,Not Met
7,H,,4,40,Not Met
7,H,,4,40,Not Met
7,H,,4,40,Not Met
7,H,,4,40,Not Met
7,H,,4,40,Not Met
7,H,,4,40,Not Met
7,H,,4,40,Not Met
7,H,,4,40,Not Met
7,H,,4,40,Not Met
7,H,,4,40,Not Met
7,H,,4,40,Not Met
7,H,,4,40,Not Met
7,H,Y,4,40,Not Met
7,H,Y,4,40,Not Met
8,H,,4,40,Not Met
8,H,,4,40,Not Met
8,H,,4,40,Not Met
8,H,,4,40,Not Met
8,H,,4,40,Not Met
8,H,,4,40,Not Met
8,H,,4,40,Not Met
8,H,,4,40,Not Met
8,H,,4,40,Not Met
6,B,Y,4,40,Not Met
6,B,Y,4,40,Not Met
6,B,Y,4,40,Not Met
7,B,,4,40,Not Met
7,B,,4,40,Not Met
7,B,,4,40,Not Met
8,B,Y,4,40,Not Met
8,B,Y,4,40,Not Met
6,H,,4,40,Not Met
8,H,,4,40,Not Met
6,B,,4,40,Not Met
7,W,,4,40,Not Met
7,W,,4,40,Not Met
7,W,Y,4,40,Not Met
6,H,,4,40,Not Met
6,H,,4,40,Not Met
6,H,,4,40,Not Met
6,H,Y,4,40,Not Met
6,H,,4,40,Not Met
6,H,,4,40,Not Met
8,H,,4,40,Not Met
8,H,Y,4,40,Not Met
6,B,,4,40,Not Met
7,B,,4,40,Not Met
7,B,Y,4,40,Not Met
8,B,,4,40,Not Met
6,W,Y,3,30,Not Met
7,W,Y,3,30,Not Met
6,H,,3,30,Not Met
6,H,,3,30,Not Met
6,H,,3,30,Not Met
6,H,,3,30,Not Met
6,H,,3,30,Not Met
7,H,,3,30,Not Met
7,H,Y,3,30,Not Met
7,H,,3,30,Not Met
7,H,,3,30,Not Met
7,H,,3,30,Not Met
7,H,,3,30,Not Met
7,H,,3,30,Not Met
7,H,,3,30,Not Met
7,H,,3,30,Not Met
7,H,,3,30,Not Met
7,H,,3,30,Not Met
7,H,,3,30,Not Met
7,H,,3,30,Not Met
7,H,,3,30,Not Met
7,H,,3,30,Not Met
7,H,,3,30,Not Met
7,H,,3,30,Not Met
7,H,Y,3,30,Not Met
7,H,Y,3,30,Not Met
7,H,Y,3,30,Not Met
8,H,,3,30,Not Met
8,H,,3,30,Not Met
8,H,Y,3,30,Not Met
8,H,Y,3,30,Not Met
6,B,Y,3,30,Not Met
6,B,,3,30,Not Met
7,B,,3,30,Not Met
7,B,,3,30,Not Met
7,B,,3,30,Not Met
7,B,,3,30,Not Met
7,B,Y,3,30,Not Met
7,B,Y,3,30,Not Met
8,B,,3,30,Not Met
8,B,,3,30,Not Met
8,B,Y,3,30,Not Met
8,H,Y,3,30,Not Met
8,W,,3,30,Not Met
6,H,,3,30,Not Met
6,H,,3,30,Not Met
6,H,,3,30,Not Met
6,H,,3,30,Not Met
6,H,Y,3,30,Not Met
7,H,,3,30,Not Met
7,H,Y,3,30,Not Met
8,H,,3,30,Not Met
7,B,,3,30,Not Met
7,W,,2,20,Not Met
8,W,Y,2,20,Not Met
6,H,,2,20,Not Met
6,H,Y,2,20,Not Met
6,H,,2,20,Not Met
6,H,,2,20,Not Met
7,H,,2,20,Not Met
7,H,,2,20,Not Met
7,H,,2,20,Not Met
7,H,,2,20,Not Met
7,H,,2,20,Not Met
7,H,,2,20,Not Met
7,H,,2,20,Not Met
7,H,,2,20,Not Met
7,H,,2,20,Not Met
7,H,,2,20,Not Met
7,H,,2,20,Not Met
7,H,,2,20,Not Met
7,H,,2,20,Not Met
7,H,,2,20,Not Met
7,H,,2,20,Not Met
7,H,,2,20,Not Met
7,H,Y,2,20,Not Met
8,H,Y,2,20,Not Met
8,H,,2,20,Not Met
8,H,,2,20,Not Met
8,H,,2,20,Not Met
8,H,,2,20,Not Met
8,H,Y,2,20,Not Met
7,B,,2,20,Not Met
7,B,,2,20,Not Met
7,B,,2,20,Not Met
7,B,Y,2,20,Not Met
7,H,,2,20,Not Met
7,B,,2,20,Not Met
7,H,Y,2,20,Not Met
8,H,,2,20,Not Met
7,W,,1,10,Not Met
8,W,,1,10,Not Met
6,H,Y,1,10,Not Met
7,H,,1,10,Not Met
7,H,,1,10,Not Met
7,H,,1,10,Not Met
7,H,,1,10,Not Met
7,H,,1,10,Not Met
7,H,,1,10,Not Met
7,H,,1,10,Not Met
7,H,Y,1,10,Not Met
7,H,Y,1,10,Not Met
7,H,Y,1,10,Not Met
8,H,,1,10,Not Met
8,H,Y,1,10,Not Met
6,B,,1,10,Not Met
7,B,,1,10,Not Met
7,B,Y,1,10,Not Met
7,B,Y,1,10,Not Met
7,B,Y,1,10,Not Met
6,P,,1,10,Not Met
7,H,,1,10,Not Met
7,H,,1,10,Not Met
7,B,,1,10,Not Met
8,B,Y,1,10,Not Met
7,B,,1,10,Not Met
7,A,Y,1,10,Not Met
6,H,Y,0,0,Not Met
8,H,,0,0,Not Met
8,H,Y,0,0,Not Met
7,B,,0,0,Not Met
7,B,,0,0,Not Met
7,B,,0,0,Not Met
